latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
42.684,19.8996,313.9,1.1,1.1,2000-11-15,1005,Terra,MODIS,74,6.03,285.3,15.8,D,0
42.6722,19.8989,309.3,1,1,2000-11-17,0952,Terra,MODIS,68,6.03,280.9,11.4,D,0
42.9774,19.7719,311.4,1,1,2001-03-25,2056,Terra,MODIS,82,6.03,285.2,12.9,N,0
43.0673,19.6816,304,1.1,1,2001-04-03,0943,Terra,MODIS,54,6.03,291.8,3.4,D,0
43.0496,19.8731,306.7,1.4,1.2,2001-04-05,0931,Terra,MODIS,60,6.03,291.9,6.5,D,0
42.5441,19.3645,318.9,3.9,1.8,2001-07-14,1042,Terra,MODIS,71,6.03,302.2,77,D,0
42.544,19.4014,330.3,3.9,1.8,2001-07-14,1042,Terra,MODIS,83,6.03,300.5,172.3,D,0
42.5343,19.3999,331.1,3.9,1.8,2001-07-14,1042,Terra,MODIS,84,6.03,300.7,179.2,D,0
42.3666,19.2998,331.6,1.1,1,2001-07-24,0941,Terra,MODIS,85,6.03,303.6,20.2,D,0
42.525,19.354,325.6,1.1,1,2001-07-29,0959,Terra,MODIS,80,6.03,303.1,16.9,D,0
42.5272,19.3407,324.5,1.1,1,2001-07-29,0959,Terra,MODIS,66,6.03,301.7,16.3,D,0
42.4453,19.2232,306,1.2,1.1,2001-07-29,2106,Terra,MODIS,67,6.03,295.5,5.8,N,0
42.4222,19.1971,321,1.2,1.1,2001-07-29,2106,Terra,MODIS,100,6.03,295.9,21.9,N,0
42.4206,19.1818,308.7,1.2,1.1,2001-07-29,2106,Terra,MODIS,75,6.03,295.2,8.2,N,0
41.9852,19.1931,322.1,1.2,1.1,2001-08-02,0935,Terra,MODIS,66,6.03,306.1,12.4,D,0
41.9594,19.2455,323.5,1.2,1.1,2001-08-02,0935,Terra,MODIS,73,6.03,305.9,13.3,D,0
41.9578,19.2593,329.6,1.2,1.1,2001-08-02,0935,Terra,MODIS,80,6.03,306.8,22,D,0
41.9869,19.1782,333.3,1.2,1.1,2001-08-02,0935,Terra,MODIS,84,6.03,306.1,30.1,D,0
41.9875,19.1705,336.1,1.1,1,2001-08-02,2041,Terra,MODIS,100,6.03,296.6,40.1,N,0
42.0953,19.3194,309.9,1.1,1,2001-08-02,2041,Terra,MODIS,79,6.03,297.9,7.7,N,0
42.1023,19.3038,311.9,1.1,1,2001-08-02,2041,Terra,MODIS,84,6.03,298.1,8.6,N,0
42.3701,19.3533,307.1,1.1,1,2001-08-02,2041,Terra,MODIS,70,6.03,296.4,5.5,N,0
42.3679,19.3398,308.1,1.1,1,2001-08-02,2041,Terra,MODIS,73,6.03,297.3,6.2,N,0
41.9853,19.172,321.8,1.8,1.3,2001-08-03,1018,Terra,MODIS,62,6.03,302.6,26.7,D,0
42.6405,19.014,320.2,1.2,1.1,2001-08-05,1005,Terra,MODIS,54,6.03,304,10.3,D,0
42.3577,19.3648,328.5,1.3,1.1,2001-08-05,1005,Terra,MODIS,73,6.03,307.5,18.8,D,0
42.6573,19.0087,316.3,2.7,1.6,2001-08-06,0910,Terra,MODIS,51,6.03,301.8,31.7,D,0
42.4778,19.1336,304.9,1.1,1,2001-08-07,2059,Terra,MODIS,62,6.03,293.6,5.4,N,0
42.4596,19.4937,322.5,1.1,1,2001-08-09,0941,Terra,MODIS,59,6.03,308.1,10.8,D,0
42.4618,19.4988,301.7,1,1,2001-08-09,2047,Terra,MODIS,37,6.03,291.1,4.1,N,0
42.46,19.4868,306.9,1,1,2001-08-09,2047,Terra,MODIS,69,6.03,291.4,6.9,N,0
42.2733,18.9,317.8,1.4,1.2,2001-08-12,1011,Terra,MODIS,0,6.03,296.3,20.5,D,0
42.2603,18.9143,308.7,1.7,1.3,2001-08-12,2118,Terra,MODIS,75,6.03,290,21.9,N,0
42.5927,19.3718,303.1,1.8,1.3,2001-08-12,2118,Terra,MODIS,53,6.03,287.5,18,N,0
42.4172,19.2967,317,2.1,1.4,2001-08-13,0916,Terra,MODIS,71,6.03,302.6,17.9,D,2
42.417,19.2907,317.9,2.1,1.4,2001-08-13,0916,Terra,MODIS,67,6.03,302.3,17.5,D,0
42.5789,19.3746,307.5,1.7,1.3,2001-08-13,2023,Terra,MODIS,72,6.03,289.8,17.8,N,0
42.5744,19.3523,302,1.7,1.3,2001-08-13,2023,Terra,MODIS,46,6.03,290.9,10.6,N,0
42.7964,18.7368,325.2,1.1,1,2001-08-14,0959,Terra,MODIS,62,6.03,306.2,18.2,D,0
42.7944,18.7493,326.2,1.1,1,2001-08-14,0959,Terra,MODIS,66,6.03,307,19.6,D,0
42.7854,18.7466,327.7,1.1,1,2001-08-14,0959,Terra,MODIS,65,6.03,305.4,20,D,0
42.5803,19.3657,323.5,1.1,1,2001-08-14,0959,Terra,MODIS,77,6.03,300.6,17,D,0
42.5782,19.3782,328.2,1.1,1,2001-08-14,0959,Terra,MODIS,82,6.03,301.2,23.3,D,0
42.6592,18.8338,337.5,1.1,1,2001-08-14,0959,Terra,MODIS,88,6.03,299.2,38.1,D,0
42.4853,18.9764,311.7,1.1,1,2001-08-14,0959,Terra,MODIS,30,6.03,297.4,6.7,D,0
42.4085,19.1651,323.1,1.1,1,2001-08-14,0959,Terra,MODIS,52,6.03,307.1,10.2,D,0
42.2064,19.145,312.3,1.1,1,2001-08-14,0959,Terra,MODIS,31,6.03,298.6,5.7,D,0
42.2042,19.158,320.7,1.1,1,2001-08-14,0959,Terra,MODIS,74,6.03,301,13.5,D,0
42.1952,19.1542,315.7,1.1,1,2001-08-14,0959,Terra,MODIS,34,6.03,300.5,8.1,D,0
42.8604,18.997,311.8,1.2,1.1,2001-08-14,2106,Terra,MODIS,83,6.03,288.6,16.5,N,0
42.8589,18.9832,302.4,1.2,1.1,2001-08-14,2106,Terra,MODIS,49,6.03,289.3,7.8,N,0
42.6011,19.3612,347.8,1,1,2001-08-16,0947,Terra,MODIS,94,6.03,305.9,50.6,D,0
42.5646,19.3577,324.3,1,1,2001-08-16,0947,Terra,MODIS,53,6.03,304.8,13.1,D,0
42.5977,18.7893,315.2,1,1,2001-08-16,0947,Terra,MODIS,45,6.03,300.1,7.1,D,0
42.5765,18.8093,316.3,1,1,2001-08-16,0947,Terra,MODIS,57,6.03,300.1,7.9,D,0
42.4757,19.0048,326.9,1,1,2001-08-16,0947,Terra,MODIS,78,6.03,302.4,18.7,D,0
42.1861,19.1624,318.7,1,1,2001-08-16,0947,Terra,MODIS,44,6.03,303.9,8,D,0
42.6114,19.3508,307.5,1,1,2001-08-16,2053,Terra,MODIS,43,6.03,290.4,7.7,N,0
42.6598,18.8233,301.7,1,1,2001-08-16,2053,Terra,MODIS,43,6.03,288,5.2,N,0
42.5415,19.3559,323.6,1,1,2001-08-23,0953,Terra,MODIS,73,6.03,303.1,15.4,D,0
42.4859,19.3206,313.6,3.2,1.7,2001-08-24,1035,Terra,MODIS,37,6.03,295.9,26.6,D,0
42.8417,19.5185,312.8,1.1,1,2001-08-25,0940,Terra,MODIS,55,6.03,296.3,8.9,D,0
42.3822,18.738,312.8,1.1,1,2001-08-30,0959,Terra,MODIS,60,6.03,298.3,5.6,D,0
42.2973,19.3171,313.6,1.2,1.1,2001-08-30,2105,Terra,MODIS,87,6.03,288.8,17.7,N,0
42.2957,19.3021,303.2,1.2,1.1,2001-08-30,2105,Terra,MODIS,54,6.03,287.7,8.3,N,0
42.4628,18.5013,308.3,1,1,2001-10-03,0945,Terra,MODIS,47,6.03,295.7,6.4,D,0
42.302,19.282,309.5,1.1,1,2001-11-02,0956,Terra,MODIS,69,6.03,288.4,11.4,D,0
42.2998,19.2949,301.9,1.1,1,2001-11-02,0956,Terra,MODIS,50,6.03,288.2,5.9,D,0
42.7317,19.4001,304.4,1.2,1.1,2002-03-17,0959,Terra,MODIS,59,6.03,292.5,6.2,D,0
42.8337,19.3692,310.7,1.2,1.1,2002-03-30,0928,Terra,MODIS,70,6.03,291.8,13.1,D,0
42.7841,19.4211,311.5,1.7,1.3,2002-04-01,0916,Terra,MODIS,70,6.03,294.5,19.5,D,0
42.7851,19.4152,312.4,1.2,1.1,2002-04-02,0959,Terra,MODIS,71,6.03,296.1,11.9,D,0
42.9593,19.5834,310,1.1,1,2002-06-14,0953,Terra,MODIS,59,6.03,299.5,6.9,D,2
42.7604,18.95,301.7,1,1,2002-09-27,0947,Terra,MODIS,49,6.03,290.2,3.7,D,0
43.3626,19.1564,302.4,1,1,2002-10-22,0940,Terra,MODIS,33,6.03,288.9,4.8,D,0
42.6056,19.5611,300,1.1,1.1,2002-11-01,1155,Aqua,MODIS,19,6.03,286.9,5.4,D,0
43.0051,19.5081,302.1,2.9,1.6,2002-11-18,1100,Aqua,MODIS,51,6.03,289.3,28.3,D,0
43.0045,19.5121,303.5,2.9,1.6,2002-11-18,1100,Aqua,MODIS,56,6.03,289.3,29.7,D,0
42.5367,19.2934,300.9,1.4,1.2,2003-02-23,1005,Terra,MODIS,43,6.03,281.4,11.9,D,0
42.5352,19.2824,300.9,1,1,2003-02-23,1142,Aqua,MODIS,35,6.03,281.6,5.9,D,0
42.5369,19.2943,304.8,1,1,2003-02-23,1142,Aqua,MODIS,60,6.03,284.9,8.3,D,0
42.389,19.2486,300.2,1.1,1,2003-02-25,0952,Terra,MODIS,32,6.03,288,4.4,D,0
42.5212,19.1849,300.1,1.2,1.1,2003-02-25,1130,Aqua,MODIS,26,6.03,289.6,4.6,D,0
42.512,19.3109,300.9,1.1,1,2003-03-08,0934,Terra,MODIS,31,6.03,288.3,4.8,D,0
42.7188,18.5234,318.1,1.2,1.1,2003-03-16,1200,Aqua,MODIS,74,6.03,286.1,22.5,D,0
42.7155,18.531,312.7,1.2,1.1,2003-03-16,1200,Aqua,MODIS,71,6.03,285.9,14.2,D,0
42.4389,19.1606,302.5,1.2,1.1,2003-03-17,0928,Terra,MODIS,53,6.03,287.8,7,D,0
42.2236,18.9954,311,1.3,1.1,2003-03-17,0928,Terra,MODIS,45,6.03,285,15.6,D,0
42.4643,19.3791,305.2,1,1,2003-03-18,1147,Aqua,MODIS,61,6.03,284.6,6.9,D,0
42.2793,18.9707,301.9,1,1,2003-03-18,1147,Aqua,MODIS,47,6.03,288.7,4.5,D,0
42.251,18.9655,304.5,1,1,2003-03-18,1147,Aqua,MODIS,35,6.03,285.6,5.2,D,0
42.2188,19.0055,332.8,1,1,2003-03-18,1147,Aqua,MODIS,88,6.03,290.6,32,D,0
42.457,19.0446,302.7,1,1,2003-03-22,0946,Terra,MODIS,53,6.03,273,8.9,D,0
42.4727,18.6634,307.3,1.4,1.2,2003-03-23,1206,Aqua,MODIS,0,6.03,285.7,14.5,D,0
42.5772,19.3299,306.8,1.5,1.2,2003-03-23,1206,Aqua,MODIS,59,6.03,285.1,15.3,D,0
42.5754,19.3106,302.3,1.5,1.2,2003-03-23,1206,Aqua,MODIS,41,6.03,283.9,10.4,D,0
42.6066,18.7063,300.2,1.4,1.2,2003-03-23,1206,Aqua,MODIS,28,6.03,282.9,7,D,0
42.7421,19.4239,327.1,1.5,1.2,2003-03-23,1206,Aqua,MODIS,85,6.03,283.1,46.4,D,0
42.7361,19.4366,316.4,1.5,1.2,2003-03-23,1206,Aqua,MODIS,77,6.03,284.8,27.2,D,0
42.4679,19.0364,303.1,1.4,1.2,2003-03-23,1206,Aqua,MODIS,37,6.03,286.4,8.4,D,0
42.4574,19.039,311.1,1.4,1.2,2003-03-23,1206,Aqua,MODIS,71,6.03,288.3,17.1,D,0
42.3754,18.8011,315,1.4,1.2,2003-03-23,1206,Aqua,MODIS,71,6.03,286.7,22.9,D,0
42.2925,18.9551,300.4,1.1,1,2003-03-24,0934,Terra,MODIS,36,6.03,288.1,4.2,D,0
42.2941,18.9421,305.7,1.1,1,2003-03-24,0934,Terra,MODIS,62,6.03,288.4,7.7,D,0
42.3835,18.8057,306.9,1.1,1.1,2003-03-24,0934,Terra,MODIS,38,6.03,284.5,9.8,D,0
42.3853,18.791,308.6,1.1,1.1,2003-03-24,0934,Terra,MODIS,59,6.03,287.3,10.6,D,0
42.4734,18.6617,303.3,1.1,1.1,2003-03-24,0934,Terra,MODIS,42,6.03,289.9,6.3,D,0
42.5447,18.6702,303.4,1.1,1.1,2003-03-24,0934,Terra,MODIS,44,6.03,289.8,6.6,D,0
42.5463,18.6569,302.8,1.1,1.1,2003-03-24,0934,Terra,MODIS,35,6.03,288.4,6.5,D,0
42.575,19.3265,307.7,1.1,1,2003-03-24,0934,Terra,MODIS,47,6.03,291.1,8.3,D,0
42.7008,19.3596,301.7,1.1,1,2003-03-24,0934,Terra,MODIS,18,6.03,287.1,5.4,D,0
42.7101,19.3618,302.4,1.1,1,2003-03-24,0934,Terra,MODIS,37,6.03,289.7,5.5,D,0
42.9839,19.6516,305.7,1.1,1,2003-03-24,0934,Terra,MODIS,59,6.03,283.5,10.4,D,0
42.9855,19.6388,313.9,1.1,1,2003-03-24,0934,Terra,MODIS,74,6.03,282.4,17.3,D,0
42.7008,19.3493,308.1,2.1,1.4,2003-03-24,1111,Aqua,MODIS,64,6.03,287.1,30.2,D,0
42.5758,19.3287,305.1,2.1,1.4,2003-03-24,1111,Aqua,MODIS,54,6.03,287.9,21.1,D,0
42.7069,19.3623,301.6,2.1,1.4,2003-03-24,1111,Aqua,MODIS,25,6.03,288.7,14.6,D,0
42.5259,19.0037,304.6,2,1.4,2003-03-25,1017,Terra,MODIS,57,6.03,292.2,14.7,D,0
42.0546,19.2699,314.4,1.1,1,2003-03-25,1153,Aqua,MODIS,56,6.03,294.8,10.6,D,0
42.5266,19,310.8,1.1,1,2003-03-25,1154,Aqua,MODIS,35,6.03,297.4,6.5,D,0
42.4721,18.6479,304.2,1,1,2003-03-25,1154,Aqua,MODIS,40,6.03,291.2,4.7,D,0
42.4161,19.0718,309.7,1.1,1,2003-03-25,1154,Aqua,MODIS,63,6.03,297.5,5.8,D,0
42.3291,18.9663,309.1,1.1,1,2003-03-25,1154,Aqua,MODIS,61,6.03,294.4,6.4,D,0
42.2678,18.9282,311.8,1.1,1,2003-03-25,1154,Aqua,MODIS,42,6.03,295.3,8.2,D,0
42.5745,19.3297,316.9,1.1,1,2003-03-25,1154,Aqua,MODIS,68,6.03,301.1,12.9,D,0
42.5249,18.987,313.4,1.1,1,2003-03-25,1154,Aqua,MODIS,64,6.03,296.5,9,D,0
42.935,18.7405,303.9,1.1,1,2003-03-25,1154,Aqua,MODIS,37,6.03,291.2,7.3,D,0
42.5726,19.2352,309.3,1.1,1,2003-03-25,1154,Aqua,MODIS,58,6.03,297.4,5.3,D,0
42.5331,18.9916,311.1,1.1,1,2003-03-25,1154,Aqua,MODIS,55,6.03,293.6,7.7,D,0
42.5634,19.238,310.1,1.1,1,2003-03-25,1154,Aqua,MODIS,60,6.03,297.6,5.8,D,0
42.415,19.075,305.3,1.5,1.2,2003-03-26,0922,Terra,MODIS,61,6.03,290.7,8.1,D,0
42.5718,19.3323,313.4,1.4,1.2,2003-03-26,0922,Terra,MODIS,32,6.03,284.8,19.1,D,0
42.2673,18.9487,315.1,1.5,1.2,2003-03-26,0922,Terra,MODIS,75,6.03,291.4,21.5,D,0
42.2691,18.9298,304.2,1.5,1.2,2003-03-26,0922,Terra,MODIS,52,6.03,290.7,7.3,D,0
42.538,19.0263,309.4,1.4,1.2,2003-03-27,1004,Terra,MODIS,67,6.03,291.6,13.3,D,0
42.2578,18.9635,301.6,1.4,1.2,2003-03-27,1005,Terra,MODIS,44,6.03,290.8,4.9,D,0
42.5083,19.026,309,1,1,2003-03-27,1141,Aqua,MODIS,68,6.03,294.3,6.6,D,0
42.535,19.0185,319.9,1,1,2003-03-27,1141,Aqua,MODIS,80,6.03,295.6,15.9,D,0
42.5331,19.0064,308.4,1,1,2003-03-27,1141,Aqua,MODIS,55,6.03,294.7,6,D,0
42.5839,19.2192,314.1,1,1,2003-03-27,1141,Aqua,MODIS,69,6.03,295.3,9.6,D,0
42.618,19.3851,324.6,1,1,2003-03-27,1141,Aqua,MODIS,83,6.03,293.5,21.6,D,0
42.6968,19.4834,305.3,1,1,2003-03-27,1141,Aqua,MODIS,53,6.03,290.5,7.4,D,0
42.7323,19.5364,300,1,1,2003-03-27,1141,Aqua,MODIS,16,6.03,283.6,5.5,D,0
42.7977,19.411,313.6,1,1,2003-03-27,1141,Aqua,MODIS,65,6.03,295.8,10.5,D,0
42.7685,18.5514,306.5,1,1,2003-03-27,1141,Aqua,MODIS,62,6.03,295.1,3.7,D,0
42.0486,19.2916,310.1,1,1,2003-03-27,1141,Aqua,MODIS,51,6.03,294.9,6.8,D,0
42.2556,18.952,311.2,1,1,2003-03-27,1141,Aqua,MODIS,65,6.03,294.7,7.8,D,0
42.2574,18.9642,311.8,1,1,2003-03-27,1141,Aqua,MODIS,69,6.03,293.2,8.7,D,0
42.4039,19.0743,317.7,1,1,2003-03-27,1141,Aqua,MODIS,59,6.03,297,13,D,0
42.5522,19.3155,311.8,1,1,2003-03-27,1141,Aqua,MODIS,64,6.03,294.8,6.9,D,0
43.0611,18.8829,310.3,1,1,2003-03-27,1142,Aqua,MODIS,61,6.03,295.1,7.8,D,0
43.07,18.8805,334.4,1,1,2003-03-27,1142,Aqua,MODIS,67,6.03,289,33.1,D,0
42.2626,18.9644,304.2,2.2,1.5,2003-03-28,0909,Terra,MODIS,33,6.03,289.4,15.1,D,0
42.791,19.4142,307.6,2.8,1.6,2003-03-28,1224,Aqua,MODIS,43,6.03,292.2,33.6,D,0
42.9966,19.861,305.3,1.1,1.1,2003-03-29,0952,Terra,MODIS,58,6.03,292.7,4.6,D,0
42.5425,18.6812,301.8,1,1,2003-03-29,0952,Terra,MODIS,44,6.03,286.2,5.5,D,0
42.7007,19.4671,306.1,1.1,1,2003-03-29,0952,Terra,MODIS,55,6.03,287.9,9.1,D,0
42.7136,19.391,314.2,1.1,1,2003-03-29,0952,Terra,MODIS,71,6.03,293.9,12.3,D,0
42.7157,19.3781,317.4,1.1,1,2003-03-29,0952,Terra,MODIS,78,6.03,293.5,15.3,D,0
42.8016,19.4216,308.3,1.1,1,2003-03-29,0952,Terra,MODIS,48,6.03,290.9,8.6,D,0
42.8037,19.4091,313.7,1.1,1,2003-03-29,0952,Terra,MODIS,72,6.03,292.1,12.7,D,0
42.801,19.4025,344.3,1.2,1.1,2003-03-29,1129,Aqua,MODIS,94,6.03,295.7,63.7,D,0
42.8572,19.7828,309.5,1.1,1.1,2003-03-29,1129,Aqua,MODIS,63,6.03,291.2,13.5,D,0
42.7133,19.374,322.6,1.2,1.1,2003-03-29,1129,Aqua,MODIS,82,6.03,296.2,23.7,D,0
42.7159,19.3887,316,1.2,1.1,2003-03-29,1129,Aqua,MODIS,76,6.03,295.9,15.3,D,0
42.5811,18.977,305.2,1.2,1.1,2003-03-29,1129,Aqua,MODIS,49,6.03,290.6,7.8,D,0
42.7603,19.3963,300.6,3.8,1.8,2003-03-30,1035,Terra,MODIS,19,6.03,282.9,33.6,D,0
42.6195,19.4515,316.6,1.8,1.3,2003-03-30,1212,Aqua,MODIS,76,6.03,291.3,33.1,D,0
42.7011,19.4787,309.6,1.8,1.3,2003-03-30,1212,Aqua,MODIS,42,6.03,291.9,21.2,D,0
43.0698,19.7158,308.4,1,1,2003-03-31,0940,Terra,MODIS,67,6.03,281.1,7.5,D,0
42.5557,19.3065,304.7,1.2,1.1,2003-04-01,1200,Aqua,MODIS,41,6.03,292.3,4.6,D,0
42.6622,18.7018,303.8,1.2,1.1,2003-04-01,1200,Aqua,MODIS,52,6.03,290,5.4,D,0
42.7182,19.3942,323.7,1.3,1.1,2003-04-01,1200,Aqua,MODIS,83,6.03,296.3,26.5,D,0
43.0239,18.7176,308.6,1.3,1.1,2003-04-02,0928,Terra,MODIS,56,6.03,293.8,9.8,D,0
42.9422,18.531,311.4,1.3,1.1,2003-04-02,0928,Terra,MODIS,71,6.03,293.4,14.7,D,0
42.7255,19.3973,322.2,1.2,1.1,2003-04-02,0928,Terra,MODIS,81,6.03,297.8,22.8,D,0
42.7238,19.4121,310.7,1.2,1.1,2003-04-02,0928,Terra,MODIS,57,6.03,295.6,9.7,D,0
42.5528,19.3062,312.3,1.2,1.1,2003-04-02,0928,Terra,MODIS,61,6.03,295.6,9.6,D,0
42.5514,19.3188,309.6,1.2,1.1,2003-04-02,0928,Terra,MODIS,54,6.03,296.8,7,D,0
42.9438,18.5154,306.8,1.3,1.1,2003-04-02,0928,Terra,MODIS,63,6.03,289,9.3,D,0
42.7296,19.3931,306.6,2.5,1.5,2003-04-02,1105,Aqua,MODIS,60,6.03,291.5,24.2,D,0
42.5458,19.2985,303.5,2.5,1.5,2003-04-02,1105,Aqua,MODIS,56,6.03,292.5,12.2,D,0
42.7221,19.4019,313.2,2.5,1.5,2003-04-02,1105,Aqua,MODIS,68,6.03,294.2,39.9,D,0
42.716,19.3964,308.5,2.5,1.5,2003-04-02,1105,Aqua,MODIS,67,6.03,294.7,30.4,D,0
42.828,19.3492,321.3,2.5,1.5,2003-04-02,1105,Aqua,MODIS,81,6.03,288.7,78.1,D,0
42.8225,19.3261,315.1,2.5,1.5,2003-04-02,1105,Aqua,MODIS,71,6.03,285.4,56.2,D,0
42.7326,19.385,303.7,1.1,1,2003-04-02,2034,Terra,MODIS,57,6.03,278.2,10.9,N,0
42.4157,19.316,310.9,1.7,1.3,2003-04-19,1010,Terra,MODIS,70,6.03,298.3,15.3,D,0
43.2459,19.462,305.6,1.8,1.3,2003-04-20,0915,Terra,MODIS,51,6.03,291.2,12.6,D,0
42.9319,18.5779,315.3,1.1,1,2003-04-26,1154,Aqua,MODIS,70,6.03,298.6,8.2,D,0
42.7503,19.7649,310.9,1.1,1.1,2003-04-30,1129,Aqua,MODIS,59,6.03,284.8,8.7,D,0
42.6162,19.9344,312.3,2,1.4,2003-05-01,1212,Aqua,MODIS,32,6.03,298.5,18.7,D,0
43.0813,19.7948,311.8,2,1.4,2003-05-01,1212,Aqua,MODIS,45,6.03,293.4,15.7,D,0
42.8172,19.873,321.1,2,1.4,2003-05-01,1212,Aqua,MODIS,75,6.03,299.8,33.3,D,2
42.8188,19.8953,314,2,1.4,2003-05-01,1212,Aqua,MODIS,64,6.03,298.8,15.6,D,0
42.8686,19.8005,314.4,1.6,1.2,2003-05-02,1117,Aqua,MODIS,68,6.03,299.2,14.7,D,0
43.0162,19.4257,314.2,1.6,1.3,2003-05-02,1117,Aqua,MODIS,60,6.03,290.9,22.1,D,0
42.9062,18.4805,309.1,1.2,1.1,2003-05-03,1200,Aqua,MODIS,25,6.03,292.2,4.8,D,0
43.0202,19.8249,319,1.3,1.1,2003-05-03,1200,Aqua,MODIS,63,6.03,297.8,16.7,D,0
42.7323,18.6473,311,1.2,1.1,2003-05-03,1200,Aqua,MODIS,46,6.03,287.9,9.9,D,0
42.9434,19.9361,310.4,1.2,1.1,2003-05-04,0927,Terra,MODIS,50,6.03,298.8,6.2,D,0
42.7302,18.634,320.2,1,1,2003-05-05,1148,Aqua,MODIS,72,6.03,307.7,7.8,D,0
42.4143,19.1931,307.6,1.1,1,2003-06-10,2052,Terra,MODIS,72,6.03,293.1,7.6,N,0
42.416,19.2062,309.7,1.1,1,2003-06-10,2052,Terra,MODIS,78,6.03,292.6,9.1,N,0
42.4059,19.2096,327.1,1.1,1,2003-07-10,1136,Aqua,MODIS,59,6.03,309.8,11.5,D,0
42.4184,18.7466,307.5,1.3,1.1,2003-07-16,2027,Terra,MODIS,72,6.03,292.1,10.5,N,0
42.4211,18.7611,306.3,1.3,1.1,2003-07-16,2027,Terra,MODIS,68,6.03,292.5,9.8,N,0
42.4504,19.0499,317.2,1.1,1,2003-07-19,0951,Terra,MODIS,67,6.03,304.1,7.9,D,0
42.4841,18.4429,318.7,1,1,2003-07-19,0951,Terra,MODIS,45,6.03,299.5,9.8,D,0
42.4476,19.0445,317.3,1.2,1.1,2003-07-19,1129,Aqua,MODIS,66,6.03,303.2,9.7,D,0
42.4923,18.4387,319.8,1.3,1.1,2003-07-19,1129,Aqua,MODIS,38,6.03,294.9,15.4,D,0
42.0205,19.2377,334.6,1.8,1.3,2003-07-20,1212,Aqua,MODIS,86,6.03,302.9,57.6,D,0
42.3543,19.376,330.5,1.3,1.1,2003-07-22,1200,Aqua,MODIS,70,6.03,310.6,18.7,D,0
42.3527,19.361,333.7,1.2,1.1,2003-07-22,1200,Aqua,MODIS,65,6.03,312.2,22.3,D,0
42.5988,18.5821,323.6,1.6,1.2,2003-07-24,1009,Terra,MODIS,75,6.03,300.1,31.8,D,0
42.595,18.6007,315.7,1.6,1.2,2003-07-24,1009,Terra,MODIS,59,6.03,300.6,16.8,D,0
42.5936,18.5907,328.3,1,1,2003-07-24,1148,Aqua,MODIS,80,6.03,306.1,19,D,0
42.4292,19.2088,324.1,1.8,1.3,2003-07-25,0914,Terra,MODIS,41,6.03,307.8,16.9,D,0
42.4311,19.1869,325.1,1.8,1.3,2003-07-25,0914,Terra,MODIS,52,6.03,307.1,22.1,D,0
42.7366,18.5147,324.6,2,1.4,2003-07-27,1218,Aqua,MODIS,73,6.03,302.7,33.7,D,0
42.5568,19.2462,319.4,2.2,1.4,2003-07-27,1218,Aqua,MODIS,66,6.03,304.3,25.2,D,0
42.6141,18.6758,326.3,1,1,2003-07-28,0944,Terra,MODIS,56,6.03,309.4,14.6,D,0
42.3348,19.3618,356.9,1,1,2003-07-28,0944,Terra,MODIS,74,6.03,309.9,63.4,D,0
42.4157,19.3778,324.5,1,1,2003-07-28,0944,Terra,MODIS,29,6.03,309.2,9.7,D,0
42.61,18.666,323.4,1.5,1.2,2003-07-28,1123,Aqua,MODIS,74,6.03,302.5,25.4,D,0
42.4194,19.3875,330.7,1.4,1.2,2003-07-28,1123,Aqua,MODIS,70,6.03,303.4,27.9,D,0
42.4131,19.3831,333.6,1.4,1.2,2003-07-28,1123,Aqua,MODIS,77,6.03,307.4,35.2,D,0
42.4849,19.357,327,1.4,1.2,2003-07-28,1123,Aqua,MODIS,77,6.03,306.3,21.1,D,0
42.7835,18.8444,314.4,1.5,1.2,2003-07-28,1123,Aqua,MODIS,29,6.03,298.8,11,D,0
42.4817,19.3406,331.5,1.4,1.2,2003-07-28,1123,Aqua,MODIS,82,6.03,305.1,29.8,D,0
42.6134,18.6828,326.1,1.5,1.2,2003-07-28,1123,Aqua,MODIS,79,6.03,304.1,30.3,D,0
42.4581,18.7981,304.4,1,1,2003-07-28,2051,Terra,MODIS,32,6.03,293.4,4.9,N,0
42.4595,18.8118,301,1.2,1.1,2003-07-29,0100,Aqua,MODIS,31,6.03,290.4,5.3,N,0
42.4421,18.8069,307.3,1,1,2003-07-30,2038,Terra,MODIS,66,6.03,287.7,9.6,N,0
42.4422,18.8111,306.9,1,1,2003-07-31,0047,Aqua,MODIS,70,6.03,287.4,9,N,0
42.5164,19.3654,356,1.1,1,2003-07-31,1154,Aqua,MODIS,98,6.03,307.9,74.1,D,0
42.5149,19.262,306.6,2.6,1.5,2003-08-05,2002,Terra,MODIS,69,6.03,295.8,19.9,N,0
42.5016,19.2376,307,2.6,1.5,2003-08-05,2002,Terra,MODIS,70,6.03,296.9,20.4,N,0
42.429,18.8057,318.5,1,1,2003-08-06,0938,Terra,MODIS,54,6.03,305.8,9.5,D,0
42.5144,19.2552,328.6,1,1,2003-08-06,0938,Terra,MODIS,67,6.03,308.7,15.2,D,0
42.5055,19.2526,328.6,1,1,2003-08-06,0938,Terra,MODIS,77,6.03,310.4,14.1,D,0
41.9743,19.1584,360.5,1,1,2003-08-06,0939,Terra,MODIS,0,6.03,309,77.9,D,0
42.5108,19.255,320.4,1.7,1.3,2003-08-06,1117,Aqua,MODIS,31,6.03,306.6,15.7,D,0
