latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
42.5589,18.5281,302.6,2,1.4,2008-09-07,2117,Terra,MODIS,14,6.03,290,12.2,N,0
42.563,18.5424,310.4,2,1.4,2008-09-07,2117,Terra,MODIS,80,6.03,290.2,27,N,0
42.5614,18.5215,300.2,2,1.4,2008-09-07,2117,Terra,MODIS,8,6.03,289.3,9.4,N,0
42.667,19.4746,301,2.3,1.5,2008-09-07,2117,Terra,MODIS,37,6.03,287.2,17.3,N,0
43.0418,18.7718,304.5,2.3,1.5,2008-09-08,0129,Aqua,MODIS,60,6.03,286.3,27.5,N,0
42.6604,19.1948,313.5,1.8,1.3,2008-09-08,0915,Terra,MODIS,53,6.03,282.5,23.7,D,0
42.5279,18.9816,314.7,1.8,1.3,2008-09-08,0915,Terra,MODIS,58,6.03,278.3,27.3,D,0
42.6684,19.2028,300.4,1.2,1.1,2008-09-09,0034,Aqua,MODIS,27,6.03,286.7,7.7,N,0
42.5379,19.0044,305.2,1.3,1.1,2008-09-09,0034,Aqua,MODIS,63,6.03,291.9,10.5,N,0
42.5208,18.9842,314.2,1.2,1.1,2008-09-09,0958,Terra,MODIS,45,6.03,298.1,7.7,D,0
42.5285,18.9779,326.6,1.1,1,2008-09-09,1140,Aqua,MODIS,81,6.03,303.1,19.9,D,0
42.5307,18.991,317.3,1.1,1,2008-09-09,1140,Aqua,MODIS,56,6.03,304.8,8.9,D,0
42.5328,19.0036,321.9,1.1,1,2008-09-09,1140,Aqua,MODIS,76,6.03,305.1,13.4,D,0
42.5194,18.9808,330.4,1.1,1,2008-09-09,1140,Aqua,MODIS,84,6.03,303.1,24.4,D,0
42.4484,19.168,332.8,1.1,1,2008-09-09,1140,Aqua,MODIS,85,6.03,306.7,23.7,D,0
42.6584,18.8716,318,1.1,1,2008-09-09,1140,Aqua,MODIS,56,6.03,298.8,12,D,0
42.4393,19.1706,333.1,1.1,1,2008-09-09,1140,Aqua,MODIS,85,6.03,307.4,24,D,0
42.4739,19.4116,307.8,1.5,1.2,2008-09-09,2104,Terra,MODIS,73,6.03,290.7,15.3,N,0
42.4762,19.4056,302.2,1.5,1.2,2008-09-09,2104,Terra,MODIS,37,6.03,290.9,8.4,N,0
42.5227,18.9828,311.1,1.4,1.2,2008-09-09,2104,Terra,MODIS,82,6.03,290.9,18.3,N,0
42.5243,18.9695,315.4,2.1,1.4,2008-09-10,1223,Aqua,MODIS,38,6.03,304.9,17.3,D,0
42.5115,18.9703,317,2.1,1.4,2008-09-10,1223,Aqua,MODIS,54,6.03,305.6,21.6,D,0
42.6583,19.1832,322.8,1,1,2008-09-11,0946,Terra,MODIS,75,6.03,296.5,16.6,D,0
42.5814,19.5013,313,1,1,2008-09-11,0946,Terra,MODIS,39,6.03,295.8,6.8,D,0
42.8764,18.9055,317,1,1,2008-09-11,0946,Terra,MODIS,41,6.03,302.8,6.9,D,0
42.5655,19.002,319.8,1,1,2008-09-11,0946,Terra,MODIS,71,6.03,299.2,11.3,D,0
42.5218,18.9839,319,1,1,2008-09-11,0946,Terra,MODIS,69,6.03,304.8,8.6,D,0
42.52,18.9959,320,1,1,2008-09-11,0946,Terra,MODIS,71,6.03,302.1,9.6,D,0
42.572,18.5242,311.6,1,1,2008-09-11,0946,Terra,MODIS,31,6.03,296.3,5.5,D,0
42.5233,19.5164,311.5,1,1,2008-09-11,0946,Terra,MODIS,46,6.03,296.8,6.7,D,0
42.8657,18.9151,324.9,1,1,2008-09-11,0946,Terra,MODIS,76,6.03,303.7,14.2,D,0
42.6478,19.1704,317.8,1.4,1.2,2008-09-11,1128,Aqua,MODIS,71,6.03,296.3,19.3,D,0
42.6511,19.1878,308.6,1.4,1.2,2008-09-11,1128,Aqua,MODIS,29,6.03,296.1,7.5,D,0
42.6149,18.717,326.3,1.5,1.2,2008-09-11,1128,Aqua,MODIS,80,6.03,298.9,32.5,D,0
42.6114,18.699,313.6,1.5,1.2,2008-09-11,1128,Aqua,MODIS,61,6.03,298.2,10.8,D,0
42.6591,18.8658,315.1,1.5,1.2,2008-09-11,1128,Aqua,MODIS,66,6.03,301,13.3,D,0
42.8695,18.9226,319.6,1.4,1.2,2008-09-11,1128,Aqua,MODIS,73,6.03,302.4,15.8,D,0
42.8661,18.9053,330.1,1.4,1.2,2008-09-11,1128,Aqua,MODIS,83,6.03,305,36.1,D,0
42.8765,18.9016,318.2,1.4,1.2,2008-09-11,1128,Aqua,MODIS,51,6.03,302,14.3,D,0
42.6342,19.7443,312.9,1.3,1.1,2008-09-11,1128,Aqua,MODIS,39,6.03,300,10.7,D,0
42.5829,19.323,316.4,1.4,1.2,2008-09-11,1128,Aqua,MODIS,23,6.03,302.6,10.7,D,0
42.5168,18.9837,321.7,1.5,1.2,2008-09-11,1128,Aqua,MODIS,75,6.03,302.6,21,D,0
42.6625,19.3976,310.6,1.4,1.2,2008-09-11,1128,Aqua,MODIS,48,6.03,298.7,7.3,D,0
42.5768,18.5231,304.9,1,1,2008-09-11,2052,Terra,MODIS,62,6.03,287,8,N,0
42.4575,19.1859,300.7,1.1,1,2008-09-11,2052,Terra,MODIS,32,6.03,290.4,4,N,0
42.5941,19.3193,301.5,1.1,1,2008-09-11,2052,Terra,MODIS,42,6.03,287.7,5.8,N,0
42.5632,18.9921,302.1,1.1,1,2008-09-11,2052,Terra,MODIS,46,6.03,288.9,6.1,N,0
42.6588,19.1757,301.3,1.1,1,2008-09-11,2052,Terra,MODIS,39,6.03,287.2,6.2,N,0
42.6103,18.7117,314.6,1.1,1,2008-09-11,2052,Terra,MODIS,90,6.03,290.7,14.8,N,0
42.6729,18.7038,304.1,1.1,1,2008-09-11,2052,Terra,MODIS,58,6.03,289.6,7.2,N,0
42.5846,18.5154,311,2.8,1.6,2008-09-12,1028,Terra,MODIS,63,6.03,292.5,31.2,D,0
42.6005,18.6989,317.4,1.4,1.2,2008-09-12,1211,Aqua,MODIS,59,6.03,299.5,13.8,D,0
42.4067,18.7947,314.3,1.4,1.2,2008-09-12,1211,Aqua,MODIS,44,6.03,297.4,9.4,D,0
42.6021,18.7141,323.4,1.4,1.2,2008-09-12,1211,Aqua,MODIS,77,6.03,298.7,23,D,0
42.5827,18.5252,319.8,1.4,1.2,2008-09-12,1211,Aqua,MODIS,53,6.03,294.5,20.2,D,0
42.5812,18.5105,335.6,1.4,1.2,2008-09-12,1211,Aqua,MODIS,76,6.03,297.6,49.7,D,0
42.6696,19.1727,311.7,1.5,1.2,2008-09-12,1211,Aqua,MODIS,52,6.03,293.7,12.3,D,0
43.2247,18.9969,318.3,1.5,1.2,2008-09-12,1211,Aqua,MODIS,49,6.03,295.4,21.4,D,0
42.6057,18.7033,314.6,1.1,1.1,2008-09-13,0933,Terra,MODIS,44,6.03,296.3,8.7,D,0
42.4103,18.8032,310.9,1.1,1.1,2008-09-13,0934,Terra,MODIS,59,6.03,295.1,6.6,D,0
42.3669,18.9384,301.9,1,1,2008-09-20,0940,Terra,MODIS,50,6.03,287.7,4.8,D,0
42.3652,18.9505,305.5,1,1,2008-09-20,0940,Terra,MODIS,62,6.03,288.7,6.8,D,0
41.8727,19.3503,314.4,1,1,2008-09-27,0946,Terra,MODIS,0,6.03,291,10.7,D,0
42.6254,18.6834,303,1,1,2008-10-09,1153,Aqua,MODIS,49,6.03,292.3,4,D,0
42.3145,18.8858,306.7,1,1,2008-10-13,0946,Terra,MODIS,64,6.03,292.7,6.2,D,0
41.9319,19.3448,306.7,1.1,1,2008-10-16,1159,Aqua,MODIS,0,6.03,293,5.7,D,0
42.0033,19.1683,302.7,1.2,1.1,2008-10-23,1205,Aqua,MODIS,46,6.03,292.1,5.2,D,0
42.7156,19.8569,302.5,1.3,1.1,2008-10-23,1205,Aqua,MODIS,46,6.03,291.2,7.5,D,0
42.7143,19.8605,304.9,1,1,2008-10-27,1141,Aqua,MODIS,59,6.03,290.1,7.8,D,0
42.7234,19.8377,300.8,1,1,2008-11-10,1154,Aqua,MODIS,23,6.03,288.3,5.5,D,0
42.7218,19.8252,306.2,1,1,2008-11-10,1154,Aqua,MODIS,61,6.03,286,8.5,D,0
42.3056,18.8822,310.1,1,1,2008-12-28,1155,Aqua,MODIS,69,6.03,281.4,13.4,D,0
42.4125,19.262,305.1,1.2,1.1,2009-03-17,0928,Terra,MODIS,37,6.03,290.9,6.2,D,2
42.4027,19.2601,304.8,1.2,1.1,2009-03-17,0928,Terra,MODIS,36,6.03,290,6.2,D,0
42.3959,19.027,306.1,1,1,2009-03-18,1156,Aqua,MODIS,63,6.03,287.2,7.4,D,0
42.5863,19.0031,300.3,1,1,2009-03-18,1156,Aqua,MODIS,30,6.03,284.9,5.4,D,0
42.2998,18.7568,326.7,1.1,1.1,2009-03-24,0934,Terra,MODIS,60,6.03,287,28.8,D,0
42.633,19.436,307.5,1.1,1,2009-04-05,1144,Aqua,MODIS,21,6.03,295.1,5.5,D,0
42.8239,19.5245,307.7,1,1,2009-04-05,1144,Aqua,MODIS,45,6.03,294.5,7.1,D,0
43.3667,19.1353,309,1,1,2009-04-07,0946,Terra,MODIS,51,6.03,293.6,7.4,D,0
43.04,18.8439,314.7,1,1,2009-04-07,0946,Terra,MODIS,37,6.03,296,11.2,D,0
43.0221,18.9018,307.9,1,1,2009-04-07,0946,Terra,MODIS,56,6.03,294.3,4.9,D,0
42.8128,19.4227,313.3,1,1,2009-04-07,0946,Terra,MODIS,70,6.03,291.7,9.9,D,0
42.7808,18.8426,312.4,1,1,2009-04-07,0946,Terra,MODIS,54,6.03,294.6,8,D,0
42.7029,19.7144,311.1,1.3,1.1,2009-04-07,1132,Aqua,MODIS,38,6.03,295.1,14.3,D,0
43.0166,18.973,310.9,1.4,1.2,2009-04-12,1005,Terra,MODIS,63,6.03,296.3,11.7,D,0
42.7528,19.7841,306.9,1.5,1.2,2009-04-12,1005,Terra,MODIS,28,6.03,294.7,9,D,0
42.7796,19.8211,310.9,1,1,2009-04-12,1150,Aqua,MODIS,44,6.03,298.5,6.7,D,0
42.7206,19.7304,313.7,1,1,2009-04-12,1150,Aqua,MODIS,54,6.03,298.1,8.2,D,0
42.8061,19.8139,313.1,1,1,2009-04-12,1150,Aqua,MODIS,68,6.03,297.3,8.9,D,0
42.8044,19.8019,320.2,1,1,2009-04-12,1150,Aqua,MODIS,76,6.03,295.8,16.1,D,0
42.8611,18.9958,314.1,1,1,2009-04-12,1150,Aqua,MODIS,70,6.03,299.6,7.8,D,0
42.8592,18.9834,312.9,1,1,2009-04-12,1150,Aqua,MODIS,68,6.03,300.6,6.6,D,0
43.0266,19.7981,312.2,1,1,2009-04-12,1150,Aqua,MODIS,66,6.03,297.7,6.9,D,0
42.9502,18.7863,307.4,1,1,2009-04-12,1150,Aqua,MODIS,54,6.03,293.6,6.2,D,0
42.9484,18.7741,305.7,1,1,2009-04-12,1150,Aqua,MODIS,34,6.03,292.5,4.8,D,0
43.125,19.7157,312.5,1,1,2009-04-12,1150,Aqua,MODIS,68,6.03,295.8,7.7,D,0
43.4132,19.157,320.6,1,1,2009-04-12,1150,Aqua,MODIS,78,6.03,298.9,14.5,D,0
43.0503,19.7693,304.7,1,1,2009-05-09,0946,Terra,MODIS,52,6.03,289.1,3.9,D,2
42.6485,18.614,309.6,1,1,2009-05-14,1150,Aqua,MODIS,53,6.03,297.6,5.4,D,0
42.3978,18.9034,312.3,1.1,1,2009-06-08,1143,Aqua,MODIS,48,6.03,300.2,7.7,D,0
42.3616,19.3028,326.8,1.2,1.1,2009-06-20,1208,Aqua,MODIS,79,6.03,308.2,11.6,D,0
42.3911,19.2206,335.8,1,1,2009-07-17,1149,Aqua,MODIS,87,6.03,310.3,22.7,D,2
42.8075,19.8557,316,1.9,1.4,2009-07-30,1118,Aqua,MODIS,57,6.03,299.1,22.7,D,2
42.3968,19.2235,328.8,1,1,2009-08-06,0940,Terra,MODIS,81,6.03,306.6,17.3,D,2
42.3246,19.1894,329.8,1.1,1,2009-08-31,0933,Terra,MODIS,72,6.03,301.1,21.7,D,0
42.323,19.2022,322.6,1.1,1,2009-08-31,0933,Terra,MODIS,75,6.03,301.7,11.5,D,0
42.4807,19.2742,326.6,1.1,1,2009-09-01,1201,Aqua,MODIS,79,6.03,307.3,13.6,D,0
42.3946,19.2952,337.5,1.2,1.1,2009-09-05,1136,Aqua,MODIS,90,6.03,304.4,35.9,D,0
42.392,19.2808,328.5,1.2,1.1,2009-09-05,1136,Aqua,MODIS,84,6.03,304.6,19.5,D,0
42.4042,19.292,329.4,1.2,1.1,2009-09-05,1136,Aqua,MODIS,85,6.03,301.7,19.7,D,0
42.4017,19.2776,330.2,1.2,1.1,2009-09-05,1136,Aqua,MODIS,85,6.03,301.6,21.4,D,0
42.3598,18.7308,331.8,1,1,2009-09-07,0939,Terra,MODIS,81,6.03,302.2,26.6,D,0
42.3508,18.7287,318.9,1,1,2009-09-07,0939,Terra,MODIS,67,6.03,296.3,11.7,D,0
42.3542,18.7384,308.9,1.8,1.3,2009-09-07,1124,Aqua,MODIS,28,6.03,295.6,13.8,D,0
42.2879,19.247,312,1.2,1.1,2009-09-08,1207,Aqua,MODIS,47,6.03,300.1,6.3,D,0
42.1889,18.9868,309.6,1.8,1.3,2009-09-11,0915,Terra,MODIS,28,6.03,288.8,17.3,D,0
43.0175,19.0078,304.6,2.1,1.4,2009-11-19,1117,Aqua,MODIS,59,6.03,288.8,22,D,0
42.8429,19.6632,305,1.1,1.1,2009-11-20,1200,Aqua,MODIS,59,6.03,289.4,8.8,D,0
42.8075,19.0927,309.1,1.1,1,2009-11-20,1200,Aqua,MODIS,68,6.03,287.4,10.5,D,0
42.8059,19.0797,308,1.1,1,2009-11-20,1200,Aqua,MODIS,66,6.03,288.6,9.4,D,0
42.8823,19.6528,309.5,1.4,1.2,2009-11-21,0921,Terra,MODIS,69,6.03,288.1,15.9,D,0
42.8806,19.6703,312.3,1.4,1.2,2009-11-21,0921,Terra,MODIS,72,6.03,288.6,19.1,D,0
42.8757,19.6626,310.7,1.4,1.2,2009-11-21,0921,Terra,MODIS,56,6.03,288.9,16.8,D,0
42.883,19.6656,302,2.9,1.6,2009-11-21,1105,Aqua,MODIS,50,6.03,284.3,27.1,D,0
42.874,19.6291,304.9,2.9,1.6,2009-11-21,1105,Aqua,MODIS,60,6.03,286.1,35.1,D,0
42.8586,19.1216,302.7,3.1,1.7,2009-11-21,1105,Aqua,MODIS,43,6.03,288.1,27.7,D,0
42.8423,19.6915,304.2,1.1,1,2009-11-22,0041,Aqua,MODIS,59,6.03,276.5,11.4,N,0
43.0422,18.8416,300.7,1.3,1.1,2009-11-22,1004,Terra,MODIS,41,6.03,287.6,9,D,0
43.059,18.6959,301.5,1.3,1.1,2009-11-22,1004,Terra,MODIS,47,6.03,288.3,8.2,D,0
42.8607,19.5547,304.9,1.5,1.2,2009-11-22,1004,Terra,MODIS,60,6.03,287.6,13.2,D,0
42.8337,19.6903,309.9,1.5,1.2,2009-11-22,1004,Terra,MODIS,69,6.03,293.8,18.9,D,0
42.4515,19.4901,314,1,1,2009-11-22,1147,Aqua,MODIS,74,6.03,292.2,12.8,D,0
42.6575,19.7584,300.5,1,1,2009-11-22,1148,Aqua,MODIS,34,6.03,287.9,5,D,0
42.8337,19.6984,303.3,1,1,2009-11-22,1148,Aqua,MODIS,37,6.03,292.8,5.4,D,0
42.8319,19.6864,310.1,1,1,2009-11-22,1148,Aqua,MODIS,70,6.03,296.1,9.9,D,0
42.8373,19.5974,302.7,1,1,2009-11-22,1148,Aqua,MODIS,48,6.03,289.7,5.6,D,0
42.8356,19.5853,311.3,1,1,2009-11-22,1148,Aqua,MODIS,71,6.03,290.3,10.9,D,0
42.8586,19.5539,309.7,1,1,2009-11-22,1148,Aqua,MODIS,69,6.03,291,9.7,D,0
42.8797,19.6358,300,1,1,2009-11-22,1148,Aqua,MODIS,15,6.03,288.9,4.3,D,0
42.8683,19.4955,303.8,1,1,2009-11-22,1148,Aqua,MODIS,32,6.03,292.5,5.6,D,0
42.8772,19.4932,331,1,1,2009-11-22,1148,Aqua,MODIS,87,6.03,290.6,30.3,D,0
42.8728,19.0923,301.8,1,1,2009-11-22,1148,Aqua,MODIS,49,6.03,290.9,4.6,D,0
42.9615,19.1236,303.6,1,1,2009-11-22,1148,Aqua,MODIS,46,6.03,291.1,5.6,D,0
42.9159,18.6408,302.4,1,1,2009-11-22,1148,Aqua,MODIS,52,6.03,289.2,5.2,D,0
43.0247,18.8717,304.9,1,1,2009-11-22,1148,Aqua,MODIS,55,6.03,290.2,7,D,0
43.0388,18.8423,303.5,1,1,2009-11-22,1148,Aqua,MODIS,51,6.03,289.6,6.4,D,0
43.0369,18.8302,304.1,1,1,2009-11-22,1148,Aqua,MODIS,58,6.03,289.6,7.3,D,0
43.0931,19.0746,302.6,1,1,2009-11-22,1148,Aqua,MODIS,47,6.03,289.4,5.5,D,0
43.0552,18.7037,300,1,1,2009-11-22,1148,Aqua,MODIS,13,6.03,289.4,3.9,D,0
43.0533,18.6912,300.7,1,1,2009-11-22,1148,Aqua,MODIS,35,6.03,290.5,4.2,D,0
43.182,19.1755,310.8,1,1,2009-11-22,1148,Aqua,MODIS,70,6.03,290.7,10.6,D,0
43.1802,19.1633,303.3,1,1,2009-11-22,1148,Aqua,MODIS,55,6.03,291.2,5.6,D,0
43.1696,18.9712,328.8,1,1,2009-11-22,1148,Aqua,MODIS,86,6.03,287.6,28,D,0
43.1784,18.9686,316.9,1,1,2009-11-22,1148,Aqua,MODIS,77,6.03,289.1,16.1,D,0
43.2484,19.1892,303.6,1,1,2009-11-22,1148,Aqua,MODIS,48,6.03,292.5,6.1,D,0
43.1964,18.7213,304.8,1,1,2009-11-22,1148,Aqua,MODIS,58,6.03,290.1,6.3,D,0
42.5896,19.7663,311.9,2,1.4,2009-11-23,0909,Terra,MODIS,46,6.03,289.1,31.9,D,0
42.5925,19.7514,319.6,2,1.4,2009-11-23,0909,Terra,MODIS,79,6.03,289,54.6,D,0
42.5908,19.7738,302.4,2,1.4,2009-11-23,0909,Terra,MODIS,47,6.03,288.8,18.2,D,0
42.8479,19.1089,316.4,1.8,1.3,2009-11-25,1218,Aqua,MODIS,77,6.03,286.7,35.9,D,0
42.8496,19.1293,301.3,1.8,1.3,2009-11-25,1218,Aqua,MODIS,46,6.03,283.8,12,D,0
42.9523,19.6282,310.1,1,1,2009-11-26,0939,Terra,MODIS,69,6.03,283,12,D,0
42.9505,19.6405,312.5,1,1,2009-11-26,0939,Terra,MODIS,73,6.03,282.1,14,D,0
42.7991,19.2749,300.3,1,1,2009-11-26,0939,Terra,MODIS,24,6.03,286.5,4.8,D,0
42.5568,19.9925,302.8,1.6,1.2,2009-11-26,1123,Aqua,MODIS,54,6.03,284.3,14.9,D,0
42.5788,19.7529,305.2,1.6,1.2,2009-11-26,1123,Aqua,MODIS,61,6.03,287,17.6,D,0
43.0291,19.5342,300,1.6,1.3,2009-11-26,1123,Aqua,MODIS,15,6.03,285.1,9.9,D,0
43.0401,19.5306,300.7,1.6,1.3,2009-11-26,1123,Aqua,MODIS,36,6.03,283.4,11.1,D,0
42.5891,19.7621,300.3,1,1,2009-11-26,2046,Terra,MODIS,25,6.03,276.3,8.9,N,0
42.3765,18.7373,317.5,1,1,2010-03-16,0952,Terra,MODIS,78,6.03,287.2,17.2,D,0
42.3745,18.7498,314.9,1,1,2010-03-16,0952,Terra,MODIS,75,6.03,287.7,14.9,D,0
43.0017,19.6735,308,1,1,2010-03-20,2034,Terra,MODIS,73,6.03,275.6,14,N,0
42.9103,20.1441,310.7,1.1,1,2010-03-21,1153,Aqua,MODIS,68,6.03,292.3,11.7,D,0
42.3358,18.8168,305.4,1,1,2010-03-21,1153,Aqua,MODIS,26,6.03,287.4,5.8,D,0
42.343,18.8025,310.2,1,1,2010-03-21,1153,Aqua,MODIS,70,6.03,286.1,9.6,D,0
42.5761,19.8431,301.7,1,1,2010-03-21,1153,Aqua,MODIS,23,6.03,286,4.4,D,0
42.8694,19.7554,304.8,1.6,1.2,2010-03-26,1212,Aqua,MODIS,26,6.03,286.1,11.1,D,0
42.7042,19.7357,302.4,2.7,1.6,2010-04-04,1022,Terra,MODIS,28,6.03,290.4,23.9,D,0
42.9889,19.6563,315.6,1.3,1.1,2010-04-04,1205,Aqua,MODIS,74,6.03,295.9,15.9,D,0
42.9872,19.6405,311.7,1.3,1.1,2010-04-04,1205,Aqua,MODIS,69,6.03,297.1,11.8,D,0
43.1649,19.2092,308.4,1.3,1.1,2010-04-04,1206,Aqua,MODIS,50,6.03,293.3,9.4,D,0
43.4238,19.1554,309,1.3,1.1,2010-04-04,1206,Aqua,MODIS,66,6.03,296.7,6.4,D,0
42.7399,19.7233,313.6,1,1,2010-05-01,1147,Aqua,MODIS,46,6.03,302.2,6.1,D,0
42.8654,19.004,312.4,1,1,2010-05-01,1147,Aqua,MODIS,39,6.03,301,4.7,D,0
42.9461,18.7466,315.3,1,1,2010-05-01,1147,Aqua,MODIS,54,6.03,297.8,8.2,D,0
42.9442,18.7342,315.3,1,1,2010-05-01,1147,Aqua,MODIS,54,6.03,301.7,7.8,D,0
42.3965,18.9086,307,1.1,1,2010-05-03,0951,Terra,MODIS,56,6.03,295.4,5.1,D,0
42.7888,19.7966,306.8,1.1,1.1,2010-05-03,1135,Aqua,MODIS,41,6.03,295.6,4.9,D,0
42.9055,19.5337,308.4,1.2,1.1,2010-05-03,1135,Aqua,MODIS,56,6.03,295,8.2,D,0
42.3959,18.9081,316,1.1,1,2010-06-11,1140,Aqua,MODIS,65,6.03,301.5,9.8,D,0
43.0452,19.7682,312.5,1,1,2010-06-11,1140,Aqua,MODIS,38,6.03,296.3,5.9,D,2
42.3951,18.9152,311.6,1.1,1,2010-07-06,0952,Terra,MODIS,55,6.03,299.5,7,D,0
42.4102,19.2883,323.4,1.8,1.3,2010-07-07,1217,Aqua,MODIS,76,6.03,303.9,20.1,D,0
42.412,19.3099,323.6,1.8,1.3,2010-07-07,1217,Aqua,MODIS,71,6.03,305.4,22.4,D,2
42.4468,19.2345,323.4,2.1,1.4,2010-07-17,1115,Aqua,MODIS,49,6.03,303.6,21.6,D,0
42.5699,19.3756,314.1,1.4,1.2,2010-07-20,1004,Terra,MODIS,49,6.03,301.4,10.3,D,0
43.0508,19.7703,313,1,1,2010-07-29,1140,Aqua,MODIS,58,6.03,299.7,8,D,2
43.0489,19.7678,310.3,1.1,1,2010-08-07,0951,Terra,MODIS,56,6.03,297.7,6.5,D,0
42.5486,19.3684,324.3,1.1,1,2010-08-14,1140,Aqua,MODIS,74,6.03,309.8,10.4,D,0
43.0915,18.7081,312.6,1.1,1.1,2010-08-18,0933,Terra,MODIS,48,6.03,300.9,7.6,D,0
42.6785,18.9693,322.8,1.1,1,2010-08-19,1158,Aqua,MODIS,74,6.03,307.5,12.7,D,0
43.0944,18.7049,319.5,1.1,1,2010-08-19,1158,Aqua,MODIS,61,6.03,300.1,10.3,D,0
43.1035,18.7028,320,1.1,1,2010-08-19,1158,Aqua,MODIS,59,6.03,300.1,10.5,D,0
43.0978,18.7143,310.9,1.6,1.2,2010-08-20,0920,Terra,MODIS,47,6.03,298.9,11.3,D,0
42.4642,19.2141,304.9,1.8,1.3,2010-08-21,2110,Terra,MODIS,62,6.03,294.4,9.2,N,0
42.4596,19.2099,305.3,1.8,1.3,2010-08-21,2110,Terra,MODIS,56,6.03,294.6,9.5,N,0
42.641,19.1636,307.6,1.8,1.3,2010-08-21,2110,Terra,MODIS,72,6.03,288.8,20.5,N,0
42.6366,19.1602,311.2,1.8,1.3,2010-08-21,2110,Terra,MODIS,82,6.03,289.3,25.3,N,0
42.4688,19.2252,318.9,2.7,1.6,2010-08-22,1229,Aqua,MODIS,66,6.03,304.9,23.6,D,0
42.4669,19.1937,318.4,2.7,1.6,2010-08-22,1229,Aqua,MODIS,57,6.03,304.9,22.8,D,0
42.4715,19.22,318.6,2.7,1.6,2010-08-22,1229,Aqua,MODIS,40,6.03,304.5,21.2,D,0
42.6296,19.1498,325.7,2.7,1.6,2010-08-22,1229,Aqua,MODIS,81,6.03,300.6,77.3,D,0
42.6436,19.1469,315.3,2.7,1.6,2010-08-22,1229,Aqua,MODIS,59,6.03,297.7,36.6,D,0
42.978,18.798,311.6,1,1,2010-08-23,0951,Terra,MODIS,36,6.03,299.6,5.2,D,0
42.4842,19.2035,321.6,1.1,1,2010-08-23,0951,Terra,MODIS,70,6.03,305.4,9,D,0
42.4821,19.2161,329.1,1.1,1,2010-08-23,0951,Terra,MODIS,82,6.03,306.1,18.4,D,0
42.476,19.2168,321,1.2,1.1,2010-08-23,1133,Aqua,MODIS,49,6.03,307.6,7.9,D,0
42.6346,19.1728,317.5,1.2,1.1,2010-08-23,1133,Aqua,MODIS,63,6.03,300.2,13.9,D,0
42.6415,19.1545,316.4,1.2,1.1,2010-08-23,1133,Aqua,MODIS,50,6.03,302.2,12.4,D,0
42.9858,18.8038,310.9,3.5,1.8,2010-08-24,1034,Terra,MODIS,11,6.03,298.2,31.2,D,0
42.635,19.1705,321.3,1.8,1.3,2010-08-24,1216,Aqua,MODIS,60,6.03,303.2,28.7,D,0
42.8619,18.9042,320,1.7,1.3,2010-08-24,1216,Aqua,MODIS,68,6.03,307.6,17.9,D,0
42.9753,18.7709,316.5,1.7,1.3,2010-08-24,1216,Aqua,MODIS,42,6.03,304.2,12.8,D,0
42.9883,18.7871,327.1,1.7,1.3,2010-08-24,1216,Aqua,MODIS,76,6.03,304.8,36.9,D,0
43.0181,18.8865,323.6,1.7,1.3,2010-08-24,1216,Aqua,MODIS,56,6.03,311.3,23.3,D,0
43.1124,18.6982,336.5,1,1,2010-08-25,0939,Terra,MODIS,87,6.03,299.1,34.3,D,0
42.6318,19.1804,319.4,1,1,2010-08-25,0939,Terra,MODIS,68,6.03,301.1,11.5,D,0
42.9795,18.8009,307.3,1,1,2010-08-25,2045,Terra,MODIS,71,6.03,289.3,9,N,0
42.8456,18.5047,303.5,1,1,2010-08-25,2045,Terra,MODIS,55,6.03,292,5.8,N,0
42.4103,19.1676,309.5,1.1,1,2010-08-26,0058,Aqua,MODIS,78,6.03,294.3,10,N,0
43.1082,18.7212,322.1,1.3,1.1,2010-08-27,0927,Terra,MODIS,71,6.03,302.2,17.7,D,0
43.098,18.7192,320.9,1.3,1.1,2010-08-27,0927,Terra,MODIS,57,6.03,305.1,16.1,D,0
43.1035,18.716,316,2.6,1.6,2010-08-27,1109,Aqua,MODIS,62,6.03,300.2,31.5,D,0
43.1328,19.3912,316.2,2.4,1.5,2010-08-27,1109,Aqua,MODIS,61,6.03,303.9,27.1,D,0
43.1256,19.3606,313.8,2.4,1.5,2010-08-27,1109,Aqua,MODIS,33,6.03,301.7,19.5,D,0
43.1389,19.3178,315.7,2.4,1.5,2010-08-27,1109,Aqua,MODIS,56,6.03,301.4,24.3,D,0
43.0984,18.7251,316.8,2.6,1.6,2010-08-27,1109,Aqua,MODIS,64,6.03,300.6,35.2,D,0
43.0515,19.9194,321.2,2.3,1.5,2010-08-27,1109,Aqua,MODIS,59,6.03,307,31.8,D,0
43.137,19.3181,326.2,1.1,1,2010-08-27,2033,Terra,MODIS,100,6.03,295.4,26,N,0
43.1349,19.3048,303.7,1.1,1,2010-08-27,2033,Terra,MODIS,56,6.03,293.4,5.4,N,0
43.146,19.3148,311,1.1,1,2010-08-27,2033,Terra,MODIS,82,6.03,293.3,10.7,N,0
43.1363,19.3722,308.4,1.1,1,2010-08-27,2033,Terra,MODIS,74,6.03,292.8,9.5,N,0
43.1398,19.3192,314.7,1,1,2010-08-28,0045,Aqua,MODIS,90,6.03,292.1,14.3,N,0
